AgeCE,DepthM
-3629,558.400978
-3649,559.16103
-3669,559.9184512
-3689,560.6731907
-3709,561.4252591
-3729,562.1745918
-3749,562.9212216
-3769,563.6651573
-3789,564.4064334
-3809,565.1449776
-3829,565.8808042
-3849,566.6138577
-3869,567.3442377
-3889,568.0719099
-3909,568.796848
-3929,569.5190406
-3949,570.23845
-3969,570.9551494
-3989,571.6691227
-4009,572.3803695
-4029,573.0888305
-4049,573.7945143
-4069,574.497437
-4089,575.1976309
-4109,575.8950851
-4129,576.5897481
-4149,577.2816292
-4169,577.9706915
-4189,578.657029
-4209,579.340609
-4229,580.0214001
-4249,580.6994045
-4269,581.374565
-4289,582.0469677
-4309,582.7166123
-4329,583.3834695
-4349,584.0475356
-4369,584.7087634
-4389,585.3671767
-4409,586.0228211
-4429,586.6756792
-4449,587.3257686
-4469,587.9730187
-4489,588.6174327
-4509,589.2590353
-4529,589.8978538
-4549,590.5339037
-4569,591.167147
-4589,591.797551
-4609,592.4251309
-4629,593.0498745
-4649,593.6718444
-4669,594.2910451
-4689,594.9074184
-4709,595.5209739
-4729,596.1316912
-4749,596.7395629
-4769,597.3446784
-4789,597.9470171
-4809,598.5465297
-4829,599.1432393
-4849,599.7371119
-4869,600.3281305
-4889,600.916394
-4909,601.5018834
-4929,602.0845645
-4949,602.6644503
-4969,603.2415211
-4989,603.8157322
-5009,604.3871644
-5029,604.9558534
-5049,605.5217444
-5069,606.0848594
-5089,606.6451855
-5109,607.2026735
-5129,607.757337
-5149,608.3092783
-5169,608.8584556
-5189,609.4048573
-5209,609.9485109
-5229,610.4893721
-5249,611.0274093
-5269,611.5626633
-5289,612.095211
-5309,612.6250075
-5329,613.1520606
-5349,613.6763815
-5369,614.197933
-5389,614.716693
-5409,615.2326846
-5429,615.7459929
-5449,616.2565793
-5469,616.7644473
-5489,617.2696089
-5509,617.7720542
-5529,618.2717337
-5549,618.7686588
-5569,619.2629066
-5589,619.7544925
-5609,620.2433816
-5629,620.7295935
-5649,621.2131397
-5669,621.693983
-5689,622.172099
-5709,622.6475163
-5729,623.1203112
-5749,623.590476
-5769,624.0579855
-5789,624.5228577
-5809,624.9851119
-5829,625.4447136
-5849,625.9016288
-5869,626.3558816
-5889,626.807551
-5909,627.256662
-5929,627.703162
-5949,628.1470683
-5969,628.58839
-5989,629.0271396
-6009,629.4632757
-6029,629.8967821
-6049,630.327709
-6069,630.7561339
-6089,631.1820493
-6109,631.6054164
-6129,632.026237
-6149,632.4445332
-6169,632.8603203
-6189,633.2735666
-6209,633.6842444
-6229,634.0924035
-6249,634.4981175
-6269,634.9014014
-6289,635.30222
-6309,635.7005546
-6329,636.0964162
-6349,636.4898265
-6369,636.8807936
-6389,637.2692981
-6409,637.6553138
-6429,638.0389266
-6449,638.420161
-6469,638.7990368
-6489,639.1755456
-6509,639.5496462
-6529,639.9213491
-6549,640.2906676
-6569,640.6576175
-6589,641.0222125
-6609,641.3844264
-6629,641.7443053
-6649,642.1018746
-6669,642.4571532
-6689,642.8101544
-6709,643.1608879
-6729,643.5093359
-6749,643.855514
-6769,644.1994316
-6789,644.5411059
-6809,644.880552
-6829,645.2177993
-6849,645.5529205
-6869,645.8859313
-6889,646.2168444
-6909,646.5456752
-6929,646.8724376
-6949,647.1971428
-6969,647.5198019
-6989,647.8404317
-7009,648.1590424
-7029,648.4756485
-7049,648.7902619
-7069,649.1029379
-7089,649.4137184
-7109,649.7226121
-7129,650.0296345
-7149,650.3347925
-7169,650.6380989
-7189,650.9395668
-7209,651.2392049
-7229,651.5370239
-7249,651.8330379
-7269,652.1272562
-7289,652.4196883
-7309,652.7103637
-7329,652.9993401
-7349,653.2866293
-7369,653.5722403
-7389,653.8561853
-7409,654.138471
-7429,654.4191085
-7449,654.6981094
-7469,654.9754813
-7489,655.2512336
-7509,655.5253741
-7529,655.7979164
-7549,656.0688649
-7569,656.3382376
-7589,656.6060842
-7609,656.8724276
-7629,657.1372763
-7649,657.4006404
-7669,657.6625271
-7689,657.9229421
-7709,658.1818995
-7729,658.439402
-7749,658.6954596
-7769,658.9500821
-7789,659.2032759
-7809,659.4550492
-7829,659.7054099
-7849,659.9543648
-7869,660.2019446
-7889,660.448188
-7909,660.6931092
-7929,660.9367109
-7949,661.1790016
-7969,661.4199883
-7989,661.6596781
