tube,top,bottom,length,Na (ppb),NH4 (ppb),K (ppb),Mg (ppb),Ca (ppb),Cl (ppb),NO3 (ppb),SO4 (ppb)
2,25.70967742,25.74193548,0.032258065,40.77,40.77,2.63,5.37,7.63,63.52,35.66,83.57
2,25.74193548,25.77419355,0.032258065,44.28,44.28,3.43,8.27,9.08,66.96,35.28,42.01
2,25.77419355,25.80645161,0.032258065,41.33,41.33,2.35,6.07,6.21,61.46,29.17,23.21
2,25.80645161,25.83870968,0.032258065,46.09,46.09,4.07,5.48,15.58,68.03,20.82,18.29
2,25.83870968,25.87096774,0.032258065,72.09,72.09,2.46,8.38,6.88,97.36,22.71,30.89
2,25.87096774,25.90322581,0.032258065,31.12,31.12,2.04,3.62,4.43,47.97,41.1,37.29
2,25.90322581,25.93548387,0.032258065,48.27,48.27,3.17,5.06,6.34,71.22,44.42,65.08
2,25.93548387,25.96774194,0.032258065,22.02,22.02,1.74,2.13,4.59,30.61,42.53,18.21
2,25.96774194,26,0.032258065,12.6,12.6,1.2,0.94,2.54,16.63,39.58,16.08
2,26,26.02857143,0.028571429,47.78,47.78,6.51,5.32,7.72,58.13,39.42,36.19
2,26.02857143,26.05714286,0.028571429,51.58,51.58,3.73,5.72,6.56,74.77,35.89,35.94
2,26.05714286,26.08571429,0.028571429,31.5,31.5,3.02,3.48,6.21,43.07,46.57,45.58
2,26.08571429,26.11428571,0.028571429,11.7,11.7,0.9,0.83,3.26,33.81,50.69,56.04
2,26.11428571,26.14285714,0.028571429,90.99,90.99,1.7,1.82,4.84,213.76,49.56,28.89
2,26.14285714,26.17142857,0.028571429,43.32,43.32,0.95,5.89,4.35,73.77,35.93,32.07
2,26.17142857,26.2,0.028571429,22.18,22.18,0.63,3.54,2.96,42.93,34.23,22.43
2,26.2,26.22857143,0.028571429,8.81,8.81,0.64,1.1,2.46,20.61,32.16,47.63
2,26.22857143,26.25714286,0.028571429,7.72,7.72,0.51,0.63,2.17,19.16,35.52,45.25
2,26.25714286,26.28571429,0.028571429,33.2,33.2,1.27,7.05,3.86,63.51,27.24,25.71
2,26.28571429,26.31428571,0.028571429,98.7,98.7,3,7,6,161.09,18.08,23.94
2,26.31428571,26.34285714,0.028571429,65.37,65.37,2.28,9.05,5.22,107.55,26.54,28.71
2,26.34285714,26.37142857,0.028571429,19.69,19.69,0.85,6.34,2.52,37.2,38.88,58.44
2,26.37142857,26.4,0.028571429,18.2,18.2,1.99,14.08,1.49,54.47,38.17,85.16
2,26.4,26.42857143,0.028571429,498.83,498.83,12.03,26.01,19.18,771.24,23.42,112.15
2,26.42857143,26.45714286,0.028571429,61.73,61.73,4.3,10.44,6.26,121.71,36.13,31.4
2,26.45714286,26.48571429,0.028571429,11.24,11.24,0.72,4.61,1.84,26.76,52.06,43.2
2,26.48571429,26.51428571,0.028571429,17.21,17.21,1.04,2.16,2.15,29.88,59.2,72.57
2,26.51428571,26.54285714,0.028571429,63.68,63.68,1.93,6.99,3.19,86.9,46.04,128.71
2,26.54285714,26.57142857,0.028571429,45.23,45.23,2.58,5.16,4.02,83.07,52.62,91.53
2,26.57142857,26.6,0.028571429,43.81,43.81,4.41,4.71,15.44,79.84,70.63,59.56
2,26.6,26.62857143,0.028571429,56.56,56.56,2.82,7.91,5.69,93.03,57.9,44.11
2,26.62857143,26.65714286,0.028571429,20.49,20.49,1.96,3.35,4.34,41.54,63.68,20.29
2,26.65714286,26.68571429,0.028571429,2.68,2.68,1.12,0.67,2.6,17.45,59.66,10.9
2,26.68571429,26.71428571,0.028571429,18.21,18.21,1.58,2.93,3.84,34.58,45.35,15.95
2,26.71428571,26.74285714,0.028571429,45.65,45.65,1.69,6.39,2.74,69.41,38.63,26.67
2,26.74285714,26.77142857,0.028571429,22.63,22.63,1.74,2.17,3.2,51.4,57.01,38.63
2,26.77142857,26.8,0.028571429,33.81,33.81,2.32,4.4,1.9,64.61,47.87,77.76
2,26.8,26.82857143,0.028571429,51.96,51.96,2.22,8.4,4.18,90.27,54.3,48.51
2,26.82857143,26.85714286,0.028571429,67.28,67.28,3.22,9.16,8.93,108.97,60.67,38.98
2,26.85714286,26.88571429,0.028571429,66.57,66.57,3.45,10.93,5.79,119.39,52.08,36
2,26.88571429,26.91428571,0.028571429,66.01,66.01,2.8,5.9,5.54,108.1,51.52,19.68
2,26.91428571,26.94285714,0.028571429,50.34,50.34,2.71,11.63,4.67,78.84,58.76,53.64
2,26.94285714,26.97142857,0.028571429,10.83,10.83,1.57,2.53,2.56,25.27,63.75,58.05
2,26.97142857,27,0.028571429,22.39,22.39,1.99,2.67,2.24,45.19,48.14,72.51
2,27,27.02702703,0.027027027,58.73,58.73,6.32,10.82,9.97,95.1,31.76,71.21
2,27.02702703,27.05405405,0.027027027,47.37,47.37,7.16,7.47,15.22,74.54,32.39,31.27
2,27.05405405,27.08108108,0.027027027,37.78,37.78,4.21,6.87,12.47,64.64,28.76,20.31
2,27.08108108,27.10810811,0.027027027,50.31,50.31,3.75,7.19,8.31,84.43,22,24.61
2,27.10810811,27.13513514,0.027027027,85.93,85.93,3.96,10.07,7.91,131.78,22.94,31.09
2,27.13513514,27.16216216,0.027027027,67.26,67.26,3.18,12.05,8.04,112.58,25.46,46.87
2,27.16216216,27.18918919,0.027027027,29.91,29.91,1.75,5.07,4.99,53.12,30.62,73.36
2,27.18918919,27.21621622,0.027027027,21.91,21.91,1.49,2.83,5.71,39.67,40.01,75.24
2,27.21621622,27.24324324,0.027027027,22.83,22.83,1.31,2.69,3.19,37.74,43.7,54.96
2,27.24324324,27.27027027,0.027027027,16.25,16.25,1.28,2.47,10.03,26.68,56.61,32.28
2,27.27027027,27.2972973,0.027027027,23.71,23.71,1.99,3.39,6.13,40.58,53.99,30.23
2,27.2972973,27.32432432,0.027027027,20.92,20.92,1.32,2.99,2.68,40.74,53.85,32.01
2,27.32432432,27.35135135,0.027027027,31.57,31.57,1.92,4.59,2.6,52.33,43.25,65.84
2,27.35135135,27.37837838,0.027027027,25.41,25.41,1.58,3.36,2.83,44.9,54.8,49.21
2,27.37837838,27.40540541,0.027027027,26.95,26.95,1.56,3.21,3.24,48.34,68.02,32.53
2,27.40540541,27.43243243,0.027027027,26.84,26.84,2.28,2.69,1.96,48.37,85.08,28.58
2,27.43243243,27.45945946,0.027027027,84.85,84.85,3.57,10.36,3.92,140.9,62.7,86.51
2,27.45945946,27.48648649,0.027027027,125.75,125.75,4.88,16.11,5.27,210.97,54.15,102.94
2,27.48648649,27.51351351,0.027027027,78.68,78.68,3.71,8.86,4.93,147.8,66.59,69.07
2,27.51351351,27.54054054,0.027027027,85.03,85.03,3.68,10.85,4.46,153.39,54.95,59.32
2,27.54054054,27.56756757,0.027027027,135.95,135.95,3.44,15.65,8,205.95,62.21,99.19
2,27.56756757,27.59459459,0.027027027,12.49,12.49,2.58,2.89,14.97,28.1,85.1,87.49
2,27.59459459,27.62162162,0.027027027,35.47,35.47,4.43,4.19,17.6,51.3,59.05,136.98
2,27.62162162,27.64864865,0.027027027,35.33,35.33,2.69,4.28,8.34,55.79,53.19,153.91
2,27.64864865,27.67567568,0.027027027,22.74,22.74,1.85,2.81,4.56,44.29,55.06,134.41
2,27.67567568,27.7027027,0.027027027,19.07,19.07,1.89,2.09,2.38,50.77,55.4,93.77
2,27.7027027,27.72972973,0.027027027,123.83,123.83,6.95,30.71,5.57,233.48,30.6,125.17
2,27.72972973,27.75675676,0.027027027,216.22,216.22,9.31,24.07,12.89,367.83,28.33,99.78
2,27.75675676,27.78378378,0.027027027,200.09,200.09,7.23,37.98,9.92,313.93,38.34,152.76
2,27.78378378,27.81081081,0.027027027,79.94,79.94,3.93,17.91,6.91,148.94,47.05,70.38
2,27.81081081,27.83783784,0.027027027,59.54,59.54,3.13,10.28,5.29,94.4,36.47,171.89
2,27.83783784,27.86486486,0.027027027,14.78,14.78,2.34,8.12,2.1,43.15,44.28,126.81
2,27.86486486,27.89189189,0.027027027,157.26,157.26,7.35,25.59,10.25,244.29,39.63,106.03
2,27.89189189,27.91891892,0.027027027,4.17,4.17,1.57,8.53,3.27,35.55,45.58,31.39
2,27.91891892,27.94594595,0.027027027,66.48,66.48,3.11,10.17,4.47,85.33,28.86,105.77
2,27.94594595,27.97297297,0.027027027,24.89,24.89,2.05,4.06,6.93,52.46,27.1,31.71
2,27.97297297,28,0.027027027,42.24,42.24,3,5.31,4.93,69.25,25.77,28.53
2,28,28.02702703,0.027027027,44.71,44.71,2.07,5.06,6.78,65.19,25.99,27.95
2,28.02702703,28.05405405,0.027027027,22.17,22.17,0,2.79,3.35,41.37,31.56,22.76
2,28.05405405,28.08108108,0.027027027,10.03,10.03,0,1.39,2.15,23.18,40.33,44.35
2,28.08108108,28.10810811,0.027027027,9.21,9.21,0.02,1.08,1.88,23,41.05,105.31
2,28.10810811,28.13513514,0.027027027,18.2,18.2,0.08,2.43,1.88,35.48,35.64,104.87
2,28.13513514,28.16216216,0.027027027,36.26,36.26,3.68,4.04,12.91,60.35,44.18,51.45
2,28.16216216,28.18918919,0.027027027,100.34,100.34,2.12,13.87,8.15,140.95,30.13,82.39
2,28.18918919,28.21621622,0.027027027,13.85,13.85,0.36,2.95,3.99,36.99,44.2,40.96
2,28.21621622,28.24324324,0.027027027,14.29,14.29,0.02,1.61,1.78,28.35,45.14,50.43
2,28.24324324,28.27027027,0.027027027,10.24,10.24,0.24,1.22,1.66,30.07,40.81,41.68
2,28.27027027,28.2972973,0.027027027,28.37,28.37,0.8,3.63,2.28,65.41,29.38,39.47
2,28.2972973,28.32432432,0.027027027,45.64,45.64,1.5,6.77,3.15,77.1,27.49,60.92
2,28.32432432,28.35135135,0.027027027,5.05,5.05,0.13,1,1.3,19.78,40.8,55.44
2,28.35135135,28.37837838,0.027027027,4.58,4.58,0.07,0.29,1.15,16.28,44.63,63.34
2,28.37837838,28.40540541,0.027027027,4.15,4.15,0.03,0.32,0.93,18.97,54.72,72.07
2,28.40540541,28.43243243,0.027027027,22.74,22.74,0.5,2.45,3.57,48.93,52.74,76.66
2,28.43243243,28.45945946,0.027027027,40.28,40.28,0.58,4.73,3.44,70.97,60.07,59.76
2,28.45945946,28.48648649,0.027027027,30.55,30.55,0.49,4.1,2.81,53.74,66.06,84.21
2,28.48648649,28.51351351,0.027027027,11.68,11.68,0.42,1.27,1.86,35.37,69.17,75.08
2,28.51351351,28.54054054,0.027027027,6.28,6.28,0.63,0.39,1.57,32.4,72.45,58.07
2,28.54054054,28.56756757,0.027027027,76.43,76.43,2.2,10.66,4.88,101.6,49.51,123.91
2,28.56756757,28.59459459,0.027027027,41.05,41.05,1.65,5.46,3.72,65.74,48.78,66.23
2,28.59459459,28.62162162,0.027027027,5.16,5.16,0.34,0.64,2.84,15.6,53.36,51.65
2,28.62162162,28.64864865,0.027027027,4.27,4.27,0.06,0.08,1.26,15.6,46.06,63.47
2,28.64864865,28.67567568,0.027027027,19.42,19.42,0.47,2.07,1.44,32.24,40.42,100.81
2,28.67567568,28.7027027,0.027027027,5.34,5.34,0.58,0.25,4.98,18.42,54.46,76.85
2,28.7027027,28.72972973,0.027027027,12.74,12.74,0.65,1.1,5.84,29.61,61.41,47.09
2,28.72972973,28.75675676,0.027027027,13.91,13.91,0.05,1.06,2.12,30.33,66.56,32.86
2,28.75675676,28.78378378,0.027027027,44.99,44.99,0.81,5.34,1.99,75.23,50.27,50.68
2,28.78378378,28.81081081,0.027027027,47.09,47.09,1.48,7.19,3.02,75.92,51.2,36.83
2,28.81081081,28.83783784,0.027027027,37.07,37.07,1.97,7.16,3.86,79.99,49.3,26.42
2,28.83783784,28.86486486,0.027027027,226.35,226.35,5.14,20,8.15,320.84,43.08,74.87
2,28.86486486,28.89189189,0.027027027,102.3,102.3,3.24,18.52,4.67,160.92,40.37,62.93
2,28.89189189,28.91891892,0.027027027,30.6,30.6,1.54,5.86,3.27,57.74,54.49,49.31
2,28.91891892,28.94594595,0.027027027,12.83,12.83,0.56,2.1,2.04,48.94,53.2,28.82
2,28.94594595,28.97297297,0.027027027,13.1,13.1,0.21,1.54,1.68,32.71,60.07,14.62
2,28.97297297,29,0.027027027,29.29,29.29,1.86,4.66,2.95,48.42,49.15,26.04
2,29,29.02439024,0.024390244,49.88,49.88,9.16,17.45,17,85.41,35.36,76.49
2,29.02439024,29.04878049,0.024390244,45.27,45.27,3.73,6.89,11.5,61.67,41.34,63.31
2,29.04878049,29.07317073,0.024390244,55.46,55.46,22.6,6.45,11.12,88.01,38.46,55.79
2,29.07317073,29.09756098,0.024390244,50.61,50.61,13.94,9.69,9.47,101.1,28.29,35.46
2,29.09756098,29.12195122,0.024390244,48.53,48.53,19.11,4.9,9.81,74.49,33.55,21.12
2,29.12195122,29.14634146,0.024390244,53.3,53.3,14.43,6.29,7.94,74.71,38.45,29.72
2,29.14634146,29.17073171,0.024390244,66.63,66.63,31.47,6.67,12.6,91.67,37.56,68.63
2,29.17073171,29.19512195,0.024390244,83.55,83.55,72.85,6.97,22.18,106.31,45.48,94.29
2,29.19512195,29.2195122,0.024390244,72.18,72.18,31.18,9.54,13.67,96.64,49.82,76.69
2,29.2195122,29.24390244,0.024390244,24.35,24.35,7.23,4.19,7.36,50.73,58.93,30.35
2,29.24390244,29.26829268,0.024390244,49.32,49.32,1.98,9.21,7.55,68.64,48.62,113.42
2,29.26829268,29.29268293,0.024390244,32.26,32.26,1.27,4.73,4.76,51.78,51.59,102.2
2,29.29268293,29.31707317,0.024390244,97.49,97.49,2.33,16.39,8.99,121.74,40.36,165.74
2,29.31707317,29.34146341,0.024390244,168.69,168.69,3.42,20.4,9.12,249.67,42.75,82.22
2,29.34146341,29.36585366,0.024390244,66.41,66.41,2.11,13.78,5.33,111.74,56.77,53.11
2,29.36585366,29.3902439,0.024390244,14.24,14.24,0.37,2.97,2.91,36.1,74.58,42.1
2,29.3902439,29.41463415,0.024390244,64.84,64.84,1.69,9,4.05,91.35,58.15,120.08
2,29.41463415,29.43902439,0.024390244,42.39,42.39,1.34,4.95,2.88,80.11,67.8,83.58
2,29.43902439,29.46341463,0.024390244,42.51,42.51,1.33,4.8,3.51,81.59,72.23,94.89
2,29.46341463,29.48780488,0.024390244,46.21,46.21,2.07,5.54,7.12,84.96,70.73,101.02
2,29.48780488,29.51219512,0.024390244,45.44,45.44,1.96,5.51,4.26,85.46,69.6,99.83
2,29.51219512,29.53658537,0.024390244,45.25,45.25,1.79,5.55,5.06,85.37,66.05,93.04
2,29.53658537,29.56097561,0.024390244,45.99,45.99,1.47,5.6,3.38,81.53,65.22,80.72
2,29.56097561,29.58536585,0.024390244,37.55,37.55,1.46,4.63,3.13,59.25,68.4,54.36
2,29.58536585,29.6097561,0.024390244,28.55,28.55,0.78,4.18,2.77,46.22,64.79,28.62
2,29.6097561,29.63414634,0.024390244,38.15,38.15,1.26,5.73,2.93,58.92,49.71,30.25
2,29.63414634,29.65853659,0.024390244,16.5,16.5,1.07,2.25,2.87,31.37,43.72,20.91
2,29.65853659,29.68292683,0.024390244,28.48,28.48,11.32,2.37,7.99,41.98,41.24,24.6
2,29.68292683,29.70731707,0.024390244,10.88,10.88,0.68,0.85,3.99,18.46,35.06,18.49
2,29.70731707,29.73170732,0.024390244,27.26,27.26,0.81,3.33,3.82,40.46,31.17,28.32
2,29.73170732,29.75609756,0.024390244,27.3,27.3,1.56,3.9,6.8,40,32.67,27.62
2,29.75609756,29.7804878,0.024390244,57.29,57.29,1.32,7.45,3.96,84.79,32.72,38.14
2,29.7804878,29.80487805,0.024390244,90.71,90.71,1.92,12.36,4,131.42,31.23,71.57
2,29.80487805,29.82926829,0.024390244,19.56,19.56,0.82,3.94,2.27,42.88,46.77,93.01
2,29.82926829,29.85365854,0.024390244,5.85,5.85,0.9,0.76,1.27,18.34,47.99,109.75
2,29.85365854,29.87804878,0.024390244,23.97,23.97,0.87,9.21,1.89,36.55,37.78,109.48
2,29.87804878,29.90243902,0.024390244,50.87,50.87,2.28,8.97,3.72,86.26,21.34,37.06
2,29.90243902,29.92682927,0.024390244,70.4,70.4,1.55,3.39,4.06,112.96,12.91,17.02
2,29.92682927,29.95121951,0.024390244,62.85,62.85,1.37,4.56,3.63,100.18,15.06,20.05
2,29.95121951,29.97560976,0.024390244,32.94,32.94,2.51,10.21,2.88,52.08,31.84,43.09
2,29.97560976,30,0.024390244,83.73,83.73,15.47,6.55,4.69,121.62,40.49,123.57
2,30,30.02564103,0.025641026,20.14,20.14,7.62,1.77,14.2,29.2,86.75,53.09
2,30.02564103,30.05128205,0.025641026,51.25,51.25,1.97,5.82,14.87,87.84,66.92,62.35
2,30.05128205,30.07692308,0.025641026,90.28,90.28,2.64,10.77,11.26,158.93,52.79,62.37
2,30.07692308,30.1025641,0.025641026,99.86,99.86,4.4,12.66,15.17,170.64,52.3,64.63
2,30.1025641,30.12820513,0.025641026,126.12,126.12,8.23,14.22,28.51,202.36,56.14,103.22
2,30.12820513,30.15384615,0.025641026,38.68,38.68,1.52,6.45,10.28,73.93,64.68,105.86
2,30.15384615,30.17948718,0.025641026,13,13,1.15,2.36,4.45,32.57,67.78,113.39
2,30.17948718,30.20512821,0.025641026,26.83,26.83,3.23,1.87,3.24,47.87,54.6,105.6
2,30.20512821,30.23076923,0.025641026,19.51,19.51,3.5,1.53,3.83,36.48,50.56,66.76
2,30.23076923,30.25641026,0.025641026,57.32,57.32,2.38,8.2,4.83,97.89,33.92,30.46
2,30.25641026,30.28205128,0.025641026,58.58,58.58,1.51,6.94,3.92,98.32,33.52,19.39
2,30.28205128,30.30769231,0.025641026,35.66,35.66,0.89,6.13,3.84,58.45,47.41,26.98
2,30.30769231,30.33333333,0.025641026,16.03,16.03,0.74,2.25,3.18,39.7,53.26,33.52
2,30.33333333,30.35897436,0.025641026,63.42,63.42,1.97,6.93,3.19,108.17,39.83,54.61
2,30.35897436,30.38461538,0.025641026,63.3,63.3,1.7,8.35,5.07,100.09,48.94,42.67
2,30.38461538,30.41025641,0.025641026,63.45,63.45,1.96,6.76,4.6,98.5,45.14,55.09
2,30.41025641,30.43589744,0.025641026,57.5,57.5,2.12,8.49,7.02,104.18,45.12,42.18
2,30.43589744,30.46153846,0.025641026,101.3,101.3,2.41,13.8,7.77,147.31,41.71,61.76
2,30.46153846,30.48717949,0.025641026,41.19,41.19,1.81,6.78,4.52,75.24,46.38,43.57
2,30.48717949,30.51282051,0.025641026,71.09,71.09,2.02,11.11,4.32,104.64,43.71,84.85
2,30.51282051,30.53846154,0.025641026,81.58,81.58,2.69,13.27,5.83,152.49,28.73,88.79
2,30.53846154,30.56410256,0.025641026,84.47,84.47,2.53,13.64,5.7,153.92,33.12,58.1
2,30.56410256,30.58974359,0.025641026,33.2,33.2,1.25,4.81,6.75,62.57,55.3,19.35
2,30.58974359,30.61538462,0.025641026,45.82,45.82,1.61,6.22,4.13,63.36,59.36,29.96
2,30.61538462,30.64102564,0.025641026,48.24,48.24,1,4.04,2.41,77.45,55.15,25.75
2,30.64102564,30.66666667,0.025641026,49.53,49.53,1.97,4.72,9.61,74.52,47.83,72.43
2,30.66666667,30.69230769,0.025641026,18.06,18.06,2.25,2.38,9.39,44.68,55.86,70.83
2,30.69230769,30.71794872,0.025641026,29.44,29.44,4,3.92,26.36,91.18,47.55,66.45
2,30.71794872,30.74358974,0.025641026,106.44,106.44,2.55,15.33,9.67,141.1,33.38,135.73
2,30.74358974,30.76923077,0.025641026,65.98,65.98,2.13,7.51,6.68,105.06,39.86,68.6
2,30.76923077,30.79487179,0.025641026,35.6,35.6,1.23,4.28,3.93,52.03,45.13,70.47
2,30.79487179,30.82051282,0.025641026,33.36,33.36,2.53,4.16,4.99,54.11,38.96,63.27
2,30.82051282,30.84615385,0.025641026,96.61,96.61,3.8,12.72,6.06,146.13,27,55.28
2,30.84615385,30.87179487,0.025641026,131.34,131.34,4.77,16.75,7.66,198.32,26.91,55.39
2,30.87179487,30.8974359,0.025641026,30.79,30.79,1.19,8.78,5.25,52.06,33.86,71.53
2,30.8974359,30.92307692,0.025641026,10.06,10.06,0.75,1.75,2.8,26.35,41.27,82.55
2,30.92307692,30.94871795,0.025641026,71.16,71.16,1.59,6.84,4.5,83.37,36.42,105.03
2,30.94871795,30.97435897,0.025641026,1.82,1.82,0.63,1.2,14.95,22.21,47.79,34.64
2,30.97435897,31,0.025641026,50.18,50.18,3.97,5.82,26.4,75.91,41.37,66.58
2,31,31.02941176,0.029411765,14.93,14.93,2.37,1.96,10.72,32.76,51.55,32.8
2,31.02941176,31.05882353,0.029411765,34.74,34.74,0.95,3.98,4.63,61.51,45.68,31.79
2,31.05882353,31.08823529,0.029411765,78.4,78.4,1.74,10.58,4.4,112.32,43.87,45.18
2,31.08823529,31.11764706,0.029411765,36.13,36.13,1,5.65,2.94,56.52,44.79,70.57
2,31.11764706,31.14705882,0.029411765,49.84,49.84,1.53,6.9,2.96,86.51,39.05,85.46
2,31.14705882,31.17647059,0.029411765,87.18,87.18,2.64,11.96,8.36,137.82,35.01,83.98
2,31.17647059,31.20588235,0.029411765,52.67,52.67,1.51,8.48,4.06,89.55,50.54,39.97
2,31.20588235,31.23529412,0.029411765,9.28,9.28,0.37,1.67,1.72,27.82,62.25,43.77
2,31.23529412,31.26470588,0.029411765,53.69,53.69,1.47,6.5,3.2,86.78,40.15,85.61
2,31.26470588,31.29411765,0.029411765,40.75,40.75,1.55,5.14,5.32,74.05,39.03,52.37
2,31.29411765,31.32352941,0.029411765,44.15,44.15,1.1,4.69,4.04,42.54,42.96,66.69
2,31.32352941,31.35294118,0.029411765,4.21,4.21,0.22,0.62,2.61,16.93,41.51,19.92
2,31.35294118,31.38235294,0.029411765,5.92,5.92,0.07,0.22,1.56,15.79,38.44,21.47
2,31.38235294,31.41176471,0.029411765,4.92,4.92,0.12,0.23,2.06,17.56,37.39,17.22
2,31.41176471,31.44117647,0.029411765,34.12,34.12,0.75,4.28,5.31,54.23,29.17,21.92
2,31.44117647,31.47058824,0.029411765,62.88,62.88,1.35,8.98,5.92,94.71,20.95,48.23
2,31.47058824,31.5,0.029411765,16.36,16.36,0.37,3.07,2.1,37.5,27.53,34.5
2,31.5,31.52941176,0.029411765,14.03,14.03,0.4,1.92,1.23,28.6,34.72,32.15
2,31.52941176,31.55882353,0.029411765,10.99,10.99,0.31,1.17,0.76,26.4,39.03,27.79
2,31.55882353,31.58823529,0.029411765,118.71,118.71,2.5,10.61,6.27,253.16,24.24,62.55
2,31.58823529,31.61764706,0.029411765,110.02,110.02,5.39,14.53,5.88,184.35,21.58,50.36
2,31.61764706,31.64705882,0.029411765,92.67,92.67,3.55,13.61,8.81,147.12,25.01,40.66
2,31.64705882,31.67647059,0.029411765,21.58,21.58,2.45,7.62,6.49,48.38,31.39,19.59
2,31.67647059,31.70588235,0.029411765,111.46,111.46,4.45,13.47,9.78,165.49,21.91,31.08
2,31.70588235,31.73529412,0.029411765,147.91,147.91,4.12,14.66,8.38,217.52,20.31,31.13
2,31.73529412,31.76470588,0.029411765,127.48,127.48,4.56,16.51,14.7,186.82,22.72,37.43
2,31.76470588,31.79411765,0.029411765,6.81,6.81,0.34,8.13,4.18,29.64,30.76,24.03
2,31.79411765,31.82352941,0.029411765,4.02,4.02,0.09,1.04,1.09,13.67,36.55,26.66
2,31.82352941,31.85294118,0.029411765,10.59,10.59,0.31,1.06,1,19.44,39.15,32.11
2,31.85294118,31.88235294,0.029411765,8.97,8.97,0.2,0.87,1.04,19.11,42.94,26.02
2,31.88235294,31.91176471,0.029411765,4.94,4.94,0.21,0.55,0.59,19.26,48.79,22.82
2,31.91176471,31.94117647,0.029411765,23.01,23.01,0.34,2.49,3.82,48.65,44.65,35.31
2,31.94117647,31.97058824,0.029411765,16.89,16.89,0.12,1.79,1.99,42.42,46.98,40.86
2,31.97058824,32,0.029411765,43.62,43.62,0.53,4.28,2.96,75.69,39.69,57.24
2,32,32.02631579,0.026315789,16.64,16.64,1.14,2.22,11.14,31.41,38.99,29.02
2,32.02631579,32.05263158,0.026315789,4.36,4.36,0,0.4,5.16,14.16,36.53,30.98
2,32.05263158,32.07894737,0.026315789,7.46,7.46,0,0,3.68,16.14,37.22,28.36
2,32.07894737,32.10526316,0.026315789,5.84,5.84,0,0,1.3,13.16,31.72,42.23
2,32.10526316,32.13157895,0.026315789,17.02,17.02,0.16,1.36,1.59,26.65,33.54,63.45
2,32.13157895,32.15789474,0.026315789,17.16,17.16,0.4,1.79,3.57,31.27,39.25,58.56
2,32.15789474,32.18421053,0.026315789,73.36,73.36,1.65,10.33,3.89,118.61,30.07,75.13
2,32.18421053,32.21052632,0.026315789,16.78,16.78,0.47,2.53,2.28,35.2,37.19,16.37
2,32.21052632,32.23684211,0.026315789,30.15,30.15,0.79,4.33,4.74,53.91,32.95,45.15
2,32.23684211,32.26315789,0.026315789,11.7,11.7,0.77,1.3,5.07,26,37.23,82.45
2,32.26315789,32.28947368,0.026315789,4.1,4.1,0.18,0.13,3.32,13.1,44.28,101.51
2,32.28947368,32.31578947,0.026315789,11.23,11.23,0.32,0.77,3.35,21.67,45.98,94.2
2,32.31578947,32.34210526,0.026315789,14.66,14.66,0.52,0.9,1.92,27.93,49.05,80.41
2,32.34210526,32.36842105,0.026315789,45.71,45.71,0.8,5.42,3.05,73.91,45.93,67.03
2,32.36842105,32.39473684,0.026315789,21.07,21.07,0.92,2.45,2.84,44.64,64.63,30.09
2,32.39473684,32.42105263,0.026315789,84.1,84.1,2.38,10.77,3.2,167.14,34.45,87.35
2,32.42105263,32.44736842,0.026315789,176.77,176.77,4.85,22.51,7.58,328.09,24.41,125.64
2,32.44736842,32.47368421,0.026315789,150.35,150.35,5.43,20.79,21.36,303.32,31.97,90.9
2,32.47368421,32.5,0.026315789,22.15,22.15,0.6,4.47,4.92,50.82,63.43,38.86
2,32.5,32.52631579,0.026315789,13.12,13.12,0.52,1.22,1.57,23.97,69.61,41.21
2,32.52631579,32.55263158,0.026315789,23.51,23.51,0.73,1.93,1.19,43.35,52.67,80.92
2,32.55263158,32.57894737,0.026315789,23.74,23.74,0.94,3.62,1.4,48.39,53.87,78.4
2,32.57894737,32.60526316,0.026315789,54.55,54.55,3.85,8.96,11.5,86.31,49.47,69.5
2,32.60526316,32.63157895,0.026315789,18.97,18.97,0.6,2.03,3.21,29.94,56.31,54.45
2,32.63157895,32.65789474,0.026315789,11.77,11.77,0.74,0.88,5.14,23.56,59.73,67.08
2,32.65789474,32.68421053,0.026315789,12.59,12.59,1.08,0.9,7.62,36.34,57.33,72.87
2,32.68421053,32.71052632,0.026315789,68.13,68.13,1.95,7.05,8.1,113.5,37.78,112.47
2,32.71052632,32.73684211,0.026315789,65.78,65.78,2.02,12.12,6.26,135.36,38.09,59.53
2,32.73684211,32.76315789,0.026315789,77.11,77.11,2.15,7.76,6.85,146.74,39.93,39.2
2,32.76315789,32.78947368,0.026315789,33.46,33.46,2.48,9.01,7.21,63.38,49.35,91.83
2,32.78947368,32.81578947,0.026315789,44.5,44.5,1.62,6.62,15.56,84.36,38.6,87.32
2,32.81578947,32.84210526,0.026315789,45.13,45.13,1.12,6.81,6.43,84.64,44.04,42.62
2,32.84210526,32.86842105,0.026315789,42.04,42.04,1.22,5.71,4.12,68.14,43.74,35.38
2,32.86842105,32.89473684,0.026315789,13.41,13.41,0.78,1.69,5.23,31.37,46.75,53.15
2,32.89473684,32.92105263,0.026315789,37.92,37.92,1.84,13.2,4.55,78.47,39.24,80.3
2,32.92105263,32.94736842,0.026315789,102.6,102.6,3.66,14.06,9.39,189.19,27.83,57.06
2,32.94736842,32.97368421,0.026315789,119.68,119.68,4.09,5.85,12.01,197.59,29.29,29.53
2,32.97368421,33,0.026315789,9.56,9.56,1.65,5.96,6.71,42.73,32.87,27.08
